,Product Details,ASIN,Brand,Price,Sales,Revenue,BSR,FBA Fees,Active Sellers #,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Delivery,Dimensions,Weight,Creation Date
5886,Vivera Frozen Vegan Plant Chicken Tenders - 40x35g,B08FMRYQ1R,Vivera,38.99,,,,,1,,,,0,FoodServiceDirect,Frozen,,MFN,,,08-11-2020
5887,"Linda McCartney's 2 Vegetarian Cheese & Leek Plaits, 340g (Frozen)",B00H02E2X2,Linda McCartney,2.6,,0,168002,,1,5,167,4,7,,Frozen,Large Oversize,,5.7x6.6x1.3,0.84,11/29/2013
5888,"Quorn Bacon Style Slices, 150g (Frozen)",B01CVA17D0,Quorn,2,,0,169117,,1,4,71,4,1,,All Departments,Small Oversize,,3.6x7.8x1.5,0.42,12/29/2015
5889,"Morrisons Meat Free Sausages, 300g (Frozen)",B01F02EJWM,MORRISONS,1.49,,0,170131,,1,4,271,5,0,,Frozen,Large Oversize,,4.5x7.7x1.3,0.73,01-01-2016
5890,"Amy's Broccoli & Cheddar Rice Pasta Bake, 270g (Frozen)",B00TA46DFS,Amy's Kitchen,3.5,,0,172233,,1,4,48,5,6,,Frozen,Large Oversize,,6.9x7.0x2.0,0.75,10-03-2015
5891,"Amy's Kitchen Gluten Free Dairy Free Vegan Rice Mac and Cheeze, 227g (Frozen)",B00H02DDKU,Amy's Kitchen,,,,172395,,1,5,2,5,0,,Frozen,Large Oversize,,5.2x6.9x1.7,0.62,11/29/2013
5892,"Meat Free Fry's Family Foods Vegan Chicken-Style Nuggets, 380g (Frozen)",B00DKLD23I,Fry's,,,,173858,,1,4,32,7,0,,Frozen,Large Oversize,,4.5x8.0x2.0,0.93,11/29/2013
5893,"Birds Eye 2 Veggie Burgers, 250g (Frozen)",B015CERFHO,BIRDS EYE,1.6,,0,174679,,1,5,76,1,6,,Frozen,Large Oversize,,4.3x8.3x1.0,0.61,9/14/2015
5894,"Amy's Kitchen Gluten Free Dairy Free Bean and Rice Burrito, 156g (Frozen)",B009DG5KVQ,Amy's Kitchen,,,,175843,,1,4,3,5,0,,Frozen,Small Oversize,,2.6x6.9x1.4,0.37,11/21/2012
5895,"Amy's Kitchen Gluten Free Chinese Noodles & Veggies, 270 g (Frozen)",B016KL3BOO,Amy's Kitchen,,,,178102,,1,4,69,6,0,Amazon,Frozen,Large Oversize,AMZ,6.0x7.8x1.6,0.78,1/30/2018
5896,"Eatwell 4 Spicy Bean Burgers, Frozen, 454 g",B019XL3IFK,Eat Well Be Well,,,,180758,,1,3,2,5,0,,Frozen,Large Envelope,,4.3x8.1x2.0,0.02,12/29/2015
5897,"Quorn Meat Free Roast, 454g (Frozen)",B00TA3WY66,Quorn,3,,0,181658,,2,5,193,7,3,,Frozen,Large Oversize,,3.6x7.1x3.0,1.14,10-03-2015
5898,Frozen Plant Based Vegan Minced Pork Style 250g by OmniPork,B0922LZGJY,ThaiFoodOnline,7.99,2,16,180735,,1,5,1,1,0,Thai Supermarket,Frozen,,MFN,,,04-08-2021
5899,"Shana Punjabi Peas and Potato Samosa, 500g (Frozen)",B072NN4PP7,Shana,,,,185091,,1,4,105,8,0,,Frozen,Large Oversize,,6.8x9.5x2.3,1.43,6/17/2017
5900,"Amy's Manhattan Veggie Burger, 270g (Frozen)",B00H02DIJG,Amy's Kitchen,,,,186943,,1,4,30,6,0,,Frozen,Large Oversize,,4.7x7.7x1.6,0.71,11/29/2013
5901,Quorn Frozen Mince Family Pack - 8x500g,B08DJ537JV,Quorn,47.99,1,48,186538,11.96,1,2,1,1,0,FoodServiceDirect,Frozen,Large Oversize,MFN,7.5x14.6x7.1,10.67,7/23/2020
5902,"Tiger Tiger Tsingtao Spring Rolls with Vegetable, 750g (Frozen)",B072RPBW5V,Tiger Tiger,2.8,,0,192213,,1,4,65,5,0,,Frozen,Large Oversize,,6.5x12.6x1.6,1.83,6/17/2017
5903,"Quorn 4 Meat Free Chicken Style Burger, 252g(Frozen)",B01G8T3ZC6,Quorn,2,,0,193266,,1,5,42,1,0,,Frozen,Large Oversize,,3.7x7.8x1.6,0.63,5/27/2016
5904,"Morrisons Meat Free Kievs with Garlic Butter, 246g (Frozen)",B01MT04ZFU,MORRISONS,,,,193889,,1,4,2,1,0,,Frozen,Large Oversize,,4.4x6.5x1.7,0.64,12/17/2016
5905,"Fry's Family Foods Vegan Chicken-Style Burgers, 320g (Frozen)",B00H02GDIO,Fry's,,,,,,1,4,2,,0,,Frozen,,,,,11/29/2013
5906,"Chicago Town Tiger Crust Cheese Medley, 350 g",B07GZXHZ3Y,Chicago Town,2.87,,0,202909,,1,4,314,6,6,,Frozen,Large Oversize,,10.1x10.2x1.4,1.04,8/31/2018
5907,"Quorn Meat Free Sausages Toad in the Hole, 200g (Frozen)",B01C6W2DLI,Quorn,,,,,,1,,,,0,,Frozen,,,,,2/25/2016
5908,"Quorn Foods Gluten Free Sausages, 300g (Frozen)",B01LCC6N96,Quorn,,,,208264,,1,5,1,6,0,,Frozen,Large Oversize,,4.5x6.9x1.3,0.71,09-01-2016
5909,KaterVeg Frozen Vegetable Sausages - 48x56g,B09HZMJ7GB,KaterVeg,21.99,,,,,1,,,,0,FoodServiceDirect,Frozen,,MFN,,,12/31/2020
5910,"Quorn Meat Free Low Fat Sausages, 300g (Frozen)",B01N1TDVXW,Quorn,,,,210424,,1,4,1,6,0,,Frozen,Large Oversize,,4.6x6.8x1.1,0.72,12/17/2016
5911,enerBIO Seitan Bratwurst Chorizo-Art (Vegan Sausage) 130g,B09FKQK48K,enerBIO,3.99,,,,,2,,,,0,JF Online Shop,Frozen,,MFN,,,9/13/2021
5912,"Morrisons 2 Goats Cheese and Caramelised Onion Tarts, 200g (Frozen)",B01MQX2SRC,MORRISONS,,,,,,1,5,3,,0,,Frozen,,,,,12/17/2016
5913,"Fry's Family Vegan Meat Free Falafel Burger, 260g (Frozen)",B017UJIX16,Fry's,,,,,,1,,,,0,,Frozen,,,,,11-11-2015
5914,Frozen Tempeh - Fermented SOYA 400g by N.O.F,B08QNH6KSS,ThaiFoodOnline,,,,,,1,4,2,,0,,Frozen,,,,,12/15/2020
5915,Raw Chocolate Date & Walnut Pie,B079P725G9,The Raw Chocolate Pie Company,,,,223764,,1,5,1,3,0,,Frozen,,MFN,,0.13,02-11-2018
5916,"Tivall Vegetarian Kofta Kebab, 280 g (Frozen)",B072NMD339,Tivall,,,,226756,,1,5,2,5,0,,Frozen,Large Oversize,,9.3x11.7x2.0,0.62,6/17/2017
5917,"Fry's Family Foods Vegan Chunky Strips, 380g (Frozen)",B00DKLD71A,Fry's,,,,,,1,,,,0,,Frozen,,,,,11/29/2013
5918,"Fry's Family Foods Vegan Traditional Burgers, 320g (Frozen)",B00TA45AU2,Fry's Family Foods,,,,,,1,5,1,,0,,Frozen,,,,,7/20/2015
5919,Follow Your Heart VeganEgg - Ambient Stable 114g (Pack of 3),B01NC07S4T,Follow Your Heart,29.5,,0,228689,,1,5,2,1,0,US international service,Frozen,,MFN,,,3/15/2017
5920,"Fry's Family Foods Meat Free 8 Original Hot Dogs, 360g (Frozen)",B00DKLD4FE,Fry's Family Foods,,,,235385,,1,2,5,7,0,,Frozen,Large Oversize,,6.0x7.6x1.1,0.91,11/29/2013
5921,"Meat Free Fry's Family Foods Vegan Meat Free Mince, 380g (Frozen)",B00H02GK2S,Fry's,,,,,,1,4,2,,0,,Frozen,,,,,11/29/2013
5922,"Quorn Meat Free Gammon Steak, 4x62g (Frozen)",B01C6W2D72,Quorn,,,,,,1,,,,0,,Frozen,,,,,2/25/2016
5923,"Quorn Plain Fillets, 312g (Frozen)",B0019QC3J0,Quorn,2,,0,243507,,2,5,220,7,9,,Frozen,Large Oversize,,7.0x8.0x2.3,0.72,08-08-2016
5924,"Quorn Nuggets, 280 g (Frozen)",B079R5VDVY,Quorn,2.5,,0,244576,,1,4,75,4,2,,Frozen,Large Oversize,,5.1x5.9x1.2,0.64,02-11-2018
5925,Wheaty Spacebar Chorizo Vegan (Vegan Sausage) 40g,B00IOSTZT2,Wheaty,1.99,,,,,2,,,,0,JF Online Shop,Frozen,,MFN,,,9/13/2021
5926,"Chinatown Dim Sum Vegetable Gyoza Dumplings, 240g (Frozen)",B072RMJWMP,Chinatown Dim Sum,,,,246451,,1,4,12,6,0,,Frozen,Large Oversize,,5.7x7.6x1.3,0.68,6/17/2017
5927,KaterVeg Frozen Vegan Mince - 1x1kg,B08F2N5M91,KaterVeg,22.99,,,,,1,,,,0,FoodServiceDirect,Frozen,,MFN,,,7/31/2020
5928,KaterVeg Frozen Vegetable and Cheese Country Bakes - 40x50g,B08BPB397R,KaterVeg,,,,,,1,,,,0,,Frozen,,,,,08-03-2018
5929,Follow Your Heart VeganEgg - Ambient Stable 114g (Pack of 4),B01N5UPPX3,Follow Your Heart,50.01,,0,248631,,1,5,2,1,0,,Frozen,,MFN,,,3/15/2017
5930,"Cauldron Vegan Sausages, 300 g (Frozen)",B073PGKMZP,Cauldron,,,,,,1,2,1,,0,,Frozen,,,,,07-03-2017
5931,"Fry's Family Foods Vegan Pepper Steak-Style Pies, 350g (Frozen)",B00H02GI8E,Fry's,,,,,,1,4,4,,0,,Frozen,,,,,11/29/2013
5932,"Fry's Family Foods Vegan Crispy Style Prawns, 250g (Frozen)",B00UAO4R78,Fry's,,,,,,1,4,2,,0,,Frozen,,,,,6/24/2015
5933,enerBIO Tofu Bratwurst (Vegan Sausage) 250g,B09FKM8BZD,enerBIO,3.99,,,,,2,,,,0,JF Online Shop,Frozen,,MFN,,,9/13/2021
5934,"Fry's Family Foods Vegan Cocktail Sausage Rolls, 450g (Frozen)",B00H02GF5A,Fry's,,,,,,1,5,1,,0,,Frozen,,,,,11/29/2013
5935,"Quorn Meat Free Hot Dogs, 270g (Frozen)",B00G3K85D0,Quorn,,,,,,1,5,3,,0,,Frozen,,,,,10/22/2013
5936,"Fry's Family Vegan Meat Free Soy and Flaxseed Schnitzels, 320g (Frozen)",B017UJIWVW,Fry's,,,,,,1,,,,0,,Frozen,,,,,11-11-2015
5937,"Linda Mccartney's 2 Vegetarian Red Onion and Rosemary Sausage Plaits, 340g (Frozen)",B01MQX2T66,Linda Mccartney's,,,,,,1,,,,0,,Frozen,,,,,12/17/2016
5938,"Quorn Meat Free Lasagne Meal for One, 300g (Frozen)",B01CI5TY38,Quorn,,,,,,1,,,,0,,Frozen,,,,,01-01-2016
5939,"Fry's Family Vegan Meat Free Rice Protein and Chia Seed Nuggets, 240g (Frozen)",B017UJIXCA,Fry's,,,,,,1,5,1,,0,,Frozen,,,,,11-11-2015
5940,"Shana Punjabi Samosas, 460g (Frozen)",B012S2YBS4,Shana,,,,,,1,4,74,,0,,Frozen,,,,,6/19/2017
5941,"Fry's Family Vegan Meat Free Rice Protein and Chia Strips, 300g (Frozen)",B01AWFBLVO,Fry's,,,,,,1,,,,0,,Frozen,,,,,1/21/2016
5942,Barkers Frozen Mini Glazed Brioche Burger Buns 2inch/5cm - 1x48,B082NKYKY2,Barkers Bakery,13.99,60,839,10776,4.63,1,4,40,1,0,FoodServiceDirect,Frozen,Large Oversize,MFN,11.5x14.5x0.7,1.54,12/17/2018
5943,"Dumpling Skins, Fresh from Frozen, 200g x 3",B07NDHLZCV,North South,15.95,56,893,15187,,1,4,65,1,0,Fine Food Specialist,Frozen,,MFN,,,02-05-2019
5944,"Spring Roll Sheets, Fresh from Frozen, 2 x 40 Sheets",B08F7VS51P,Spring Home,15.02,32,481,27317,,1,4,31,1,0,Fine Food Specialist,Frozen,,MFN,,,08-04-2020
5945,"Boostball Protein Balls, High Protein, Gluten Free, Protein Bar Alternative - Peanut Butter Cookie Dough Flavour, Pack of 12 x 42g",B01N5Q44SI,Boostballs,15.6,24,374,26546,4.88,1,4,66,5,0,Amazon,Frozen,Large Oversize,AMZ,4.9x12.7x4.0,1.32,07-04-2016
5946,Aunt Bessie's Homebake Yorkshire Pudding Mix (128g) - Pack of 2,B00Y0NO4S2,Aunt Bessies,7.5,29,218,34248,2.82,4,5,26,1,0,VJC Emporium,Frozen,Large Oversize,FBA,6.0x7.9x1.1,0.9,5/21/2015
5947,Jus Rol Frozen Round Puff Pastry Lids - 96x54g,B08BPBSY4J,Jus Rol,24.99,,,,,1,5,6,,0,FoodServiceDirect,Frozen,,MFN,,,08-03-2018
5948,Speciality Breads Frozen British Mini Brioche Sliders 7cm - 60x20g,B08BPBP523,Speciality Breads,25.99,3,78,36283,8.11,1,,,2,0,FoodServiceDirect,Frozen,Large Oversize,MFN,9.4x11.8x9.4,4.39,08-03-2018
5949,Barkers Frozen Mini Hot Dog Rolls - 1x48,B07RK3V8R5,Barkers Bakery,17.99,,,,,1,3,4,,0,FoodServiceDirect,Frozen,,MFN,,,05-08-2019
5950,Bridor Frozen Butter Croissants - 70x60g,B08BPBF7TD,Bridor,36.99,30,1110,39958,10.28,1,4,8,3,0,FoodServiceDirect,Frozen,Large Oversize,MFN,11.8x15.4x9.4,10.27,08-11-2016
5951,Country Range Frozen Big Lemon Meringue Pie - 1x12p/ptn,B07G5MQCWW,Country Range,21.99,11,242,89245,7.5,1,5,14,1,0,FoodServiceDirect,Frozen,Large Oversize,MFN,11.8x11.8x3.1,4.61,08-03-2018
5952,Country Range Frozen Chicken and Mushroom Puff Pies - 36x145g,B07G5P6RSS,Country Range,36.99,3,111,43427,10.94,1,4,16,1,0,FoodServiceDirect,Frozen,Large Oversize,MFN,9.8x15.0x7.5,14.31,08-03-2018
5953,Jus Rol Frozen Filo Pastry Sheets - 8x500g,B08BPC587R,Jus Rol,32.99,,0,228277,9.67,1,5,1,1,0,FoodServiceDirect,Frozen,Large Oversize,MFN,10.6x11.4x2.8,9.52,08-03-2018
5954,Country Range Frozen Part Baked White Baguettes 28cm - 30x135g,B08D3HXXXT,Country Range,16.99,23,391,52439,7.22,1,5,19,1,0,FoodServiceDirect,Frozen,Large Oversize,MFN,12.6x16.9x8.3,9.74,08-03-2018
5955,Frozen Unbaked Butter Croissants - 80x65g,B097DHY7BD,Country Range,,,,,,1,,,,0,,Frozen,,,,,6/17/2021
5956,Americana Frozen Side Sliced Hot Dog Rolls 16cm - 48x50g,B08BPC4D4D,Lantmannen Unibake,16.99,,,,,1,4,5,,0,FoodServiceDirect,Frozen,,MFN,,,8/30/2018
5957,Bridor Frozen Pain Au Chocolat - 70x75g,B08BPD5M3J,Bridor,,4,,62302,,1,,,3,0,,Frozen,Large Oversize,MFN,11.4x15.7x9.4,12.52,08-11-2016
5958,Frozen Vegan Hirata Buns - 2x30x50g,B08WP91352,KaterBake,42.99,19,817,68378,11.2,1,,,1,0,FoodServiceDirect,Frozen,Large Oversize,MFN,8.3x16.6x7.2,9.06,9/24/2019
5959,Frozen Won Ton Dim Sum Wrapper 30pcs 130g by Tokyo Wantan,B0924DXYHC,ThaiFoodOnline,,44,,74895,,1,4,6,1,0,,Frozen,,MFN,,,04-09-2021
5960,"Frozen TYJ Spring Roll Pastry 8x8"" (215x215mm) 40 Sheets 550g by Spring Home",B08Q47QFBG,ThaiFoodOnline,,41,,83556,,1,4,59,1,0,,Frozen,,MFN,,,12-09-2020
5961,Country Range Frozen Puff Pastry Blocks - 4x1.5kg,B08D3GJJZF,Country Range,22.99,,,,,1,,,,0,FoodServiceDirect,Frozen,,MFN,,,08-03-2018
5962,Bridor Frozen Plain White Sandwich Baguettes 27cm - 50x140g,B08BPBJ2D3,Bridor,32.99,,,,,1,,,,0,FoodServiceDirect,Frozen,,MFN,,,08-03-2018
5963,Jus Rol Frozen Oval Puff Pastry Pie Lids - 96x60g,B08BPBFYCK,Jus Rol,27.99,,,,,1,,,,0,FoodServiceDirect,Frozen,,MFN,,,08-03-2018
5964,Frozen Wonton Pastry Skins Wrappers - Orange (Frying) 500g by North South,B08Q46LT8G,ThaiFoodOnline,,26,,92267,,1,5,46,1,0,,Frozen,,MFN,,,12-09-2020
5965,Fosters Frozen Mini Brioche Hot Dog Rolls 90mm - 84x27g,B08BP9R67S,Fosters Bakery,,9,,92164,,1,,,3,0,,Frozen,Large Oversize,MFN,10.7x23.8x5.2,5.73,11-05-2018
5966,Frozen Gyoza Skins Dumpling Pastry Wrappers - White and Round 250g by North South,B08WPYHMTQ,ThaiFoodOnline,,4,,100230,,1,5,43,1,0,,Frozen,,MFN,,,2/16/2021
5967,"Frozen TYJ Spring Roll Pastry 10x10""(250x250mm) 30 Sheets 550g by Spring Home",B08Q49432P,ThaiFoodOnline,,4,,100843,,1,4,51,1,3,,Frozen,,MFN,,,12-09-2020
5968,Barkers Frozen Mini Sesame Seed Topped Burger Buns 2inch/5cm - 5x48,B077BX8C4M,Barkers Bakery,44.99,13,585,105529,12.46,1,5,1,2,0,FoodServiceDirect,Frozen,Large Oversize,MFN,15.4x20.1x8.7,9.35,11-10-2017
5969,"Rose Rice Paper, 454 g",B00CR3SWSK,Rose,,17,,110017,,1,4,22,1,0,Amazon,Food Cupboard,Large Oversize,AMZ,9.2x10.0x1.9,1.1,5/14/2013
5970,"Aunt Bessie's 12 Golden Yorkshire Puddings, 220g (Frozen)",B002X82IYI,Aunt Bessies,,,,,,1,4,32,,0,,Frozen,,,,,10-03-2015
5971,Joseph's Value 3 Pack: Lavash Bread Reduced Carb - 4 Square Breads,B01D6QVUA8,Joseph's,,18,,112819,,1,5,1912,8,2,,Grocery,Large Oversize,FBA,7.8x11.7x1.5,2.1,10/17/2017
5972,Frozen Wonton Pastry Skins Wrappers - Green (Soup) 500g by North South,B08Q47JJPH,ThaiFoodOnline,,1,,113663,,1,4,19,1,1,,Frozen,,MFN,,,12-09-2020
5973,Country Range Frozen Crispy Onion Rings - 1x1kg,B08738FTP4,Country Range,12.99,4,52,110738,4.65,1,5,2,1,0,FoodServiceDirect,Frozen,Large Oversize,MFN,6.7x10.2x2.4,2.25,4/14/2020
5974,Schulstad Bakery Solutions Frozen Almond Filled Croissants - 48x90g,B08BPBQQTL,Schulstad Bakery Solutions,51.99,,,,,1,,,,0,FoodServiceDirect,Frozen,,MFN,,,08-03-2018
5975,"Mini Coloured Brioche Assortment, Frozen, 100 x 10g",B081JY648M,Fine Food Specialist,63.17,6,379,118892,,1,5,1,1,0,Fine Food Specialist,Frozen,,MFN,,,11/15/2019
5976,Jus-Rol Puff Pastry Ready Rolled Sheets x2 640g (Frozen),B00LRINH7M,Jus Rol,2.3,,0,123808,,2,5,307,9,0,,Frozen,Large Oversize,,3.9x10.7x2.0,1.51,7/13/2014
5977,Jus Rol Frozen Large Oval Puff Pastry Pie Lids - 40x85g,B08BPBFT2X,Jus Rol,,5,,125756,,1,5,3,1,0,,Frozen,Large Oversize,MFN,8.3x12.2x2.8,8.51,08-03-2018
5978,Kara Frozen MK4 Floured White Bread Baps 4inch - 4x12x50g,B08BPBY6XP,Kara,15.99,,,,,1,,,,0,FoodServiceDirect,Frozen,,MFN,,,08-03-2018
5979,"Birds Eye 4 Homebake Sausage Rolls, 360g (Frozen)",B01G8T4MAU,BIRDS EYE,,,,138090,,1,4,31,2,0,,Frozen,Large Oversize,,6.9x7.0x1.5,0.9,5/27/2016
5980,Delifrance Frozen Half White Baguettes 26cm - 30x120g,B08F2Q8QP6,Delifrance,18.99,5,95,140774,7.52,1,4,5,1,0,FoodServiceDirect,Frozen,Large Oversize,MFN,11.4x15.4x10.2,9.11,7/31/2020
5981,Barkers Frozen Mini Glazed Brioche Burger Buns 2inch/5cm - 5x48,B08BP9Q377,Barkers Bakery,48.99,4,196,140358,13.08,1,,,1,0,FoodServiceDirect,Frozen,Large Oversize,MFN,15.2x18.7x8.3,9.52,05-05-2016
5982,"Aunt Bessie's 12 Home Bake Yorkshires, 370g (Frozen)",B0030A11NW,Aunt Bessies,,,,150327,,1,5,182,4,4,,Frozen,Large Oversize,,6.1x6.5x2.2,0.97,10-03-2015
5983,Frozen Gyoza Dumpling Dim Sum Wrappers 140g by Tokyo Wantan,B08ZJM16W9,ThaiFoodOnline,,,,153121,,1,5,5,1,0,,Frozen,,MFN,,,3/19/2021
5984,"Morrisons 12 Yorkshire Puddings, 230g (Frozen)",B00STDSOMG,MORRISONS,,,,156012,,1,5,451,5,23,,Frozen,Standard Parcel,,2.8x8.8x1.4,0.18,01-01-2016
5985,Roberts Frozen Baked Giant Yorkshire Puddings 20cm - 1x30x20cm,B07G5P8QNC,Roberts,,,,,,1,5,1,,0,,Frozen,,,,,08-03-2018
5986,Delifrance Frozen Vegan Blueberry Filled Croissants - 48x100g,B08BP9QBSG,Delifrance,42.99,6,258,158152,11.7,1,5,2,1,0,FoodServiceDirect,Frozen,Large Oversize,MFN,11.1x15.3x8.5,11.49,08-03-2018
5987,Country Range Frozen Baked Yorkshire Puddings 8cm - 1x60,B07G5NWSFD,Country Range,13.99,,,,,1,,,,0,FoodServiceDirect,Frozen,,MFN,,,08-03-2018
5988,"Goodfella's Cheesy Garlic Bread, 223g (Frozen)",B01FW6NYAY,Goodfellas,,,,162229,,1,4,18,5,0,,Frozen,Large Oversize,,10.5x10.5x1.5,0.69,5/19/2016
5989,Bridor Frozen Ciabatta Bread Rolls 20cm - 50x140g,B08BPD11R2,Bridor,36.99,3,111,160238,12.34,1,5,1,1,0,FoodServiceDirect,Frozen,Large Oversize,MFN,15.4x23.6x9.1,18.14,08-03-2018
5990,"Aunt Bessie's 6 Homestyle Yorkshire Puddings, 210g (Frozen)",B01EZZOJFM,Aunt Bessies,,,,165119,,1,5,363,1,0,,Frozen,Small Oversize,,11.2x11.9x3.4,0.49,4/30/2016
5991,Americana Frozen Top Sliced Hot Dog Rolls 16cm - 48x50g,B08BPCK1ZP,Americana,16.99,,,,,1,,,,0,FoodServiceDirect,Frozen,,MFN,,,8/23/2018
5992,"Morrisons The Best 4 Beef Dripping Yorkshire Puddings, 160g (Frozen)",B01MU1PF3P,MORRISONS,,,,178682,,1,5,279,1,6,,Frozen,Small Oversize,,7.6x11.3x2.4,0.44,12/17/2016
5993,Roberts Frozen Baked Large Yorkshire Puddings 15cm - 1x28,B07G5M74J5,Roberts,21.99,,,,,1,5,1,,0,FoodServiceDirect,Frozen,,MFN,,,08-03-2018
5994,Baked Earth Frozen Large Folded Naan Breads - 24x80g,B08BPBZNGH,Baked Earth,18.99,,,,,1,4,2,,0,FoodServiceDirect,Frozen,,MFN,,,4/14/2020
5995,"Jus-Rol Shortcrust Pastry 2 Ready Rolled Sheets, 640g (Frozen)",B015Z9S656,Jus Rol,2.3,,0,183333,,2,5,175,1,3,,Frozen,Large Oversize,,3.7x10.6x1.8,1.52,9/30/2015
5996,"Dumpling Skins, Fresh from Frozen, 250g",B07GL4CN37,North South,,,,185014,,1,5,10,1,0,,Frozen,,MFN,,,8/16/2018
5997,KaterBake Frozen Lebanese Flatbreads 12inch - 15x5,B08BPC95XH,KaterBake,33.99,3,102,184955,11.91,1,4,2,1,0,FoodServiceDirect,Frozen,Large Oversize,MFN,12.6x19.3x9.1,20.33,08-03-2018
5998,"Aunt Bessies 22 Golden Yorkshires, 400g (Frozen)",B01GCRG0FS,Aunt Bessies,,,,185828,,1,5,23,2,0,,Frozen,Large Oversize,,10.9x12.4x4.2,0.93,5/30/2016
5999,Kara Frozen Sliced Vegan Brioche Style Buns - 8x6x86g,B08GZPVZHB,Kara,27.99,,0,188299,9.86,1,5,2,2,0,FoodServiceDirect,Frozen,Large Oversize,MFN,11.4x18.1x9.1,10.23,12-09-2019
6000,Americana Frozen Gourmet Kaiser Burger Buns - 8x6,B08BPB7P2H,Americana,24.99,3,75,187317,9.4,1,5,1,4,0,FoodServiceDirect,Frozen,Large Oversize,MFN,10.6x18.9x9.4,10.08,08-03-2018
6001,Bridor Frozen Mini Butter Croissants - 195x30g,B07G5P91RB,Bridor,,,,,,1,,,,0,,Frozen,,,,,08-03-2018
6002,Kara Frozen Unseeded Burger Buns 4inch - 4x12x50g,B08L5DD6PT,Kara,15.99,2,32,191014,6.59,1,,,2,0,FoodServiceDirect,Frozen,Large Oversize,MFN,11.8x15.4x6.7,5.84,08-03-2018
6003,Jus-Rol Filo Pastry Ready Rolled Sheets x7 270g (Frozen),B002E2OM0Q,Jus Rol,1.9,,0,193376,,2,5,120,1,0,,Frozen,Large Oversize,,3.2x11.3x1.3,0.75,9/30/2015
6004,Country Range Frozen Fully Baked White Baguettes 28cm - 30x135g,B08D3LHT41,Country Range,16.99,,,,,1,,,,0,FoodServiceDirect,Frozen,,MFN,,,08-03-2018
6005,Kara Frozen Seeded Burger Buns 5inch - 6x8x86g,B08BRXV78M,Kara,19.99,,,,,1,4,1,,0,FoodServiceDirect,Frozen,,MFN,,,08-03-2018
6006,Country Range Frozen Garlic Bread Slices - 150x26g,B07G5NDHR3,Country Range,26.99,1,27,208311,9.71,1,4,2,1,0,FoodServiceDirect,Frozen,Large Oversize,MFN,11.4x15.4x10.6,10.1,08-03-2018
6007,"Aunt Bessie's 2 Giant Yorkshire Puddings, 230g (Frozen)",B00LT4I9YU,Aunt Bessies,,,,209172,,1,5,208,5,2,,Frozen,Large Oversize,,5.9x11.0x3.7,2.2,7/14/2014
6008,Barkers Frozen Mini Brown Rolls - 1x48,B07RL7M7GW,Barkers Bakery,13.99,,0,217407,4.63,1,1,1,2,0,FoodServiceDirect,Frozen,Large Oversize,MFN,9.2x15.5x2.2,1.59,05-08-2019
6009,"Jus-Rol Puff Pastry Blocks, 2 x 500g (Frozen)",B01LCC6EPY,Jus Rol,3.1,,0,221380,,1,4,64,8,0,,Frozen,Large Oversize,,6.5x12.0x2.8,2.26,09-01-2016
6010,Regal Food Sweet Puff Pastry Fingers Bulk Pack- Flaky Puff Pastry - Bulk Buy case of 12 - Freshly Baked - On The Go Snack - Buttery Puff -Sweet Puff Pastry,B08S1F9NJS,Regal FOOD PRODUCTS Bringing Food To Life,11,,,,,1,5,2,,0,Regal Food Products,Frozen,,MFN,,,01-04-2021
6011,"Morrisons Free From Yorkshire Puddings, 124g (Frozen)",B06VT26NT8,MORRISONS,,,,232662,,1,5,76,1,5,,Frozen,Small Oversize,,6.3x6.9x2.7,0.33,02-10-2017
6012,Colorful Non-Poisonous Children's Barber Clay Play Dough Hairstyle Play Set Kit Clay Dough Mould Play DIY Toy Pretend Game,B085VWWMQH,AOI,,,,235022,,1,4,2,7,0,,Grocery,Large Oversize,MFN,7.2x9.4x2.5,0.73,3/13/2020
6013,Dr. Oetker Frozen Raw Dough Pizza Base with Passata - 22x290g,B07NJVBZL3,Dr. Oetker,54.99,,0,283543,15.09,1,,,2,0,FoodServiceDirect,Frozen,Large Oversize,MFN,10.1x19.7x8.0,17.84,3/19/2019
6014,Bridor Frozen Rustic Square Bread Rolls - 80x40g,B07G5N6DC7,Bridor,24.99,,,,,1,5,1,,0,FoodServiceDirect,Frozen,,MFN,,,08-03-2018
6015,"Morrisons Giant Yorkshire Pudding, 110g (Frozen)",B0170T48TW,MORRISONS,,,,293988,,1,4,201,3,6,,Frozen,Small Oversize,,7.8x10.2x3.1,0.27,01-01-2016
6016,Kara Frozen MK5 Plain White Bread Baps 5inch - 6x8x86g,B08BS4G3DN,Kara,,,,,,1,,,,0,,Frozen,,,,,08-03-2018
6017,Speciality Breads Frozen British Ciabatta Rolls 17cm - 40x100g,B08BP999PN,Speciality Breads,40.99,,,,,1,,,,0,FoodServiceDirect,Frozen,,MFN,,,08-03-2018
6018,Country Range Frozen Shortcrust Pastry Blocks - 4x1.5kg,B08D3DNH47,Country Range,22.99,,,,,1,,,,0,FoodServiceDirect,Frozen,,MFN,,,08-03-2018
6019,Baked Earth Frozen Mini Garlic Naan Breads - 80x35g,B08QZV33RG,Baked Earth,23.99,,,,,1,,,,0,FoodServiceDirect,Frozen,,MFN,,,4/14/2020
